channel_id,channel_name,channel_description,channel_subscribers,channel_view_count,channel_video_count,channel_published_date,playlist_id
UCZMsvbAhhRblVGXmEXW8TSA,WELT Nachrichtensender,"WELT (ehemals N24) - Deutschlands erfolgreichster Nachrichtensender. Hier findet ihr alle relevanten News, Beiträge, Schalten ...",1680000,2906144239,59044,2011-05-04T14:49:18Z,UUZMsvbAhhRblVGXmEXW8TSA
